<html><head>
<meta http-equiv="content-type" content="text/html; charset=windows-1252"><link href="TREC_UTARELS_0_tiedostot/screen.css" rel="stylesheet" type="text/css"><link href="TREC_UTARELS_0_tiedostot/screen_004.css" rel="stylesheet" type="text/css"><link href="TREC_UTARELS_0_tiedostot/screen_003.css" rel="stylesheet" type="text/css"><link href="TREC_UTARELS_0_tiedostot/screen_002.css" rel="stylesheet" type="text/css"></head><body><div class="fixed leftAlign">
378,00;"FT924-14402";0,00<br>
378,00;"FR940705-0-00040";0,00<br>
378,00;"FBIS4-15395";0,00<br>
378,00;"FBIS4-39828";0,00<br>
378,00;"FT923-3667";0,00<br>
378,00;"FBIS3-49661";0,00<br>
378,00;"FT922-2560";0,00<br>
378,00;"FT922-2742";0,00<br>
378,00;"FR941011-0-00054";0,00<br>
378,00;"FBIS4-29258";0,00<br>
378,00;"FT922-1385";0,00<br>
378,00;"FT923-15341";0,00<br>
378,00;"FBIS3-38977";0,00<br>
378,00;"FT911-3664";0,00<br>
378,00;"FT922-4867";0,00<br>
378,00;"FT921-11989";0,00<br>
378,00;"FT923-2078";0,00<br>
378,00;"FT923-13796";0,00<br>
378,00;"FBIS4-42978";0,00<br>
378,00;"FBIS4-64687";0,00<br>
378,00;"FT923-973";0,00<br>
378,00;"FT923-15723";0,00<br>
378,00;"FT924-2101";0,00<br>
378,00;"FT923-4107";0,00<br>
378,00;"FT924-11624";0,00<br>
378,00;"FT924-10208";0,00<br>
378,00;"FT923-5121";0,00<br>
378,00;"FT923-12651";0,00<br>
378,00;"FT921-3187";0,00<br>
378,00;"FT922-2384";0,00<br>
378,00;"FT922-1590";0,00<br>
378,00;"FBIS3-19490";0,00<br>
378,00;"FT922-6614";0,00<br>
378,00;"FT922-4025";0,00<br>
378,00;"FT923-4347";0,00<br>
378,00;"FT922-4040";0,00<br>
378,00;"FT923-4071";0,00<br>
378,00;"FT923-5750";0,00<br>
378,00;"FT923-15728";0,00<br>
378,00;"FT922-12275";0,00<br>
378,00;"FR940104-1-00037";0,00<br>
378,00;"FBIS4-65238";0,00<br>
378,00;"FT923-2479";0,00<br>
378,00;"FT923-501";0,00<br>
378,00;"FT922-4869";0,00<br>
378,00;"FT924-15540";0,00<br>
378,00;"FT921-5858";0,00<br>
378,00;"FBIS4-19996";0,00<br>
378,00;"FBIS4-44224";0,00<br>
378,00;"FBIS4-47580";0,00<br>
378,00;"FT923-1804";0,00<br>
378,00;"FT923-3194";0,00<br>
378,00;"FT923-1693";0,00<br>
378,00;"FT923-2977";0,00<br>
378,00;"FBIS3-61125";0,00<br>
378,00;"FBIS3-13309";0,00<br>
378,00;"FBIS3-24679";0,00<br>
378,00;"FBIS3-42766";0,00<br>
378,00;"FBIS3-58";0,00<br>
378,00;"FBIS4-20472";0,00<br>
378,00;"FT942-4296";0,00<br>
378,00;"FT934-796";0,00<br>
378,00;"FT933-2332";0,00<br>
378,00;"FT942-17097";0,00<br>
378,00;"FT942-10988";0,00<br>
378,00;"FT932-8511";0,00<br>
378,00;"LA102589-0126";0,00<br>
378,00;"FT942-10050";0,00<br>
378,00;"FT944-8753";0,00<br>
378,00;"FT942-12819";0,00<br>
378,00;"FT941-11320";0,00<br>
378,00;"FT924-4112";0,00<br>
378,00;"FT942-4641";0,00<br>
378,00;"FT944-15192";0,00<br>
378,00;"FT933-5410";0,00<br>
378,00;"FT924-2271";0,00<br>
378,00;"FT931-14268";0,00<br>
378,00;"FT924-6932";0,00<br>
378,00;"FT944-11378";0,00<br>
378,00;"FT941-15427";0,00<br>
378,00;"FT932-15929";0,00<br>
378,00;"FT932-11059";0,00<br>
378,00;"FT941-7733";0,00<br>
378,00;"FT934-15239";0,00<br>
378,00;"FT931-16893";0,00<br>
378,00;"FT941-9452";0,00<br>
378,00;"FT933-8597";0,00<br>
378,00;"FT942-5943";0,00<br>
378,00;"FT931-12068";0,00<br>
378,00;"FT933-12644";0,00<br>
378,00;"FT943-5387";0,00<br>
378,00;"FT931-9507";0,00<br>
378,00;"FT941-3844";0,00<br>
378,00;"FT931-4138";0,00<br>
378,00;"FT933-14008";0,00<br>
378,00;"FT933-14360";0,00<br>
378,00;"FT932-13438";0,00<br>
378,00;"LA030290-0088";0,00<br>
378,00;"FT932-7894";0,00<br>
378,00;"FT934-11684";0,00<br>
378,00;"FT931-6385";0,00<br>
378,00;"FT942-8809";0,00<br>
378,00;"FT934-331";0,00<br>
378,00;"FT932-9397";0,00<br>
378,00;"FT934-10080";0,00<br>
378,00;"LA121089-0198";0,00<br>
378,00;"FT932-8223";0,00<br>
378,00;"FT931-9411";0,00<br>
378,00;"FT943-11114";0,00<br>
378,00;"FT934-7147";0,00<br>
378,00;"FT932-546";0,00<br>
378,00;"FT924-9508";0,00<br>
378,00;"FT942-12258";0,00<br>
378,00;"FT943-35";0,00<br>
378,00;"LA072490-0115";0,00<br>
378,00;"FT944-4307";0,00<br>
378,00;"FT931-10786";0,00<br>
378,00;"FT933-8639";0,00<br>
378,00;"FT932-15917";0,00<br>
378,00;"LA052790-0148";0,00<br>
378,00;"FT931-17112";0,00<br>
355,00;"FR941116-2-00016";0,00<br>
355,00;"FT944-4092";0,00<br>
373,00;"FBIS4-41751";0,00<br>
373,00;"FBIS3-29888";0,00<br>
373,00;"FBIS4-1235";0,00<br>
373,00;"FBIS4-63901";0,00<br>
373,00;"FR940204-0-00067";0,00<br>
373,00;"FBIS4-1877";0,00<br>
373,00;"FBIS4-37020";0,00<br>
373,00;"FBIS3-44620";0,00<br>
373,00;"FBIS3-6300";0,00<br>
373,00;"FBIS4-51936";0,00<br>
373,00;"FR940111-2-00008";0,00<br>
373,00;"FR940224-2-00020";0,00<br>
373,00;"FBIS3-26014";0,00<br>
373,00;"FR940111-2-00007";0,00<br>
373,00;"FR940228-0-00036";0,00<br>
373,00;"FBIS3-3766";0,00<br>
373,00;"FR940111-2-00121";0,00<br>
373,00;"FBIS3-10412";0,00<br>
373,00;"FR940318-0-00048";0,00<br>
373,00;"FBIS3-51657";0,00<br>
373,00;"FBIS3-42573";0,00<br>
373,00;"FBIS3-21487";0,00<br>
373,00;"FR940511-2-00186";0,00<br>
373,00;"FR940620-0-00079";0,00<br>
373,00;"FR940407-2-00093";0,00<br>
373,00;"FR940419-2-00004";0,00<br>
373,00;"FR940516-0-00056";0,00<br>
373,00;"FR940516-0-00061";0,00<br>
373,00;"FR940323-2-00145";0,00<br>
373,00;"FBIS3-47522";0,00<br>
373,00;"FBIS4-48580";0,00<br>
373,00;"FR940111-2-00010";0,00<br>
373,00;"FR940513-2-00063";0,00<br>
373,00;"FR940128-2-00025";0,00<br>
373,00;"FBIS4-44885";0,00<br>
373,00;"FR940621-2-00098";0,00<br>
373,00;"FBIS4-56296";0,00<br>
373,00;"FBIS4-68359";0,00<br>
373,00;"FBIS3-59287";0,00<br>
373,00;"FBIS4-66627";0,00<br>
373,00;"FBIS4-22675";0,00<br>
373,00;"FBIS4-20638";0,00<br>
373,00;"FBIS3-40552";0,00<br>
373,00;"FBIS3-1790";0,00<br>
373,00;"FBIS4-31028";0,00<br>
373,00;"FBIS4-27085";0,00<br>
373,00;"FR940602-1-00023";0,00<br>
373,00;"LA051789-0131";0,00<br>
373,00;"FT921-14593";0,00<br>
373,00;"FT942-15682";0,00<br>
373,00;"FT944-9077";0,00<br>
373,00;"FT934-4548";0,00<br>
373,00;"LA112389-0142";0,00<br>
373,00;"FT922-12024";0,00<br>
373,00;"FT943-16387";0,00<br>
373,00;"FT944-14789";0,00<br>
373,00;"LA032989-0069";0,00<br>
373,00;"LA091790-0014";0,00<br>
373,00;"FT923-4778";0,00<br>
373,00;"FT943-12969";0,00<br>
373,00;"FT942-11047";0,00<br>
373,00;"FT924-8124";0,00<br>
373,00;"FR941102-2-00002";0,00<br>
373,00;"FT941-4379";0,00<br>
373,00;"FT941-11158";0,00<br>
373,00;"FT942-16368";0,00<br>
373,00;"FT942-8361";0,00<br>
373,00;"FT931-4706";0,00<br>
373,00;"LA072189-0102";0,00<br>
373,00;"FT933-3408";0,00<br>
373,00;"FT933-6518";0,00<br>
373,00;"FT923-2345";0,00<br>
373,00;"FT941-10834";0,00<br>
373,00;"FR940727-2-00003";0,00<br>
373,00;"FR941019-2-00004";0,00<br>
373,00;"FR940706-0-00087";0,00<br>
373,00;"FT941-7374";0,00<br>
373,00;"FR941216-2-00188";0,00<br>
373,00;"FT931-12276";0,00<br>
373,00;"FR941202-2-00021";0,00<br>
373,00;"FT911-1107";0,00<br>
373,00;"FR941019-0-00079";0,00<br>
373,00;"FR940902-0-00009";0,00<br>
373,00;"FR940930-0-00223";0,00<br>
373,00;"FR940916-1-00164";0,00<br>
373,00;"FR940719-2-00035";0,00<br>
373,00;"FT943-7228";0,00<br>
373,00;"FT932-11530";0,00<br>
373,00;"LA060790-0163";0,00<br>
373,00;"LA072089-0116";0,00<br>
373,00;"FT932-9585";0,00<br>
373,00;"FR940720-0-00114";0,00<br>
373,00;"LA021089-0010";0,00<br>
373,00;"FT923-8242";0,00<br>
373,00;"FT934-12470";0,00<br>
373,00;"FT944-18387";0,00<br>
373,00;"FT941-3295";0,00<br>
373,00;"FT932-281";0,00<br>
373,00;"FR940816-1-00007";0,00<br>
373,00;"LA062490-0162";0,00<br>
373,00;"FT924-15324";0,00<br>
392,00;"FT931-15606";0,00<br>
392,00;"FBIS3-11273";0,00<br>
392,00;"FT924-5832";0,00<br>
392,00;"FBIS4-13012";0,00<br>
392,00;"FBIS4-47468";0,00<br>
392,00;"FBIS4-6928";0,00<br>
392,00;"FBIS3-59802";0,00<br>
392,00;"FBIS3-46732";0,00<br>
392,00;"FT922-14419";0,00<br>
392,00;"FBIS3-59359";0,00<br>
392,00;"FR940912-0-00066";0,00<br>
392,00;"FBIS4-3400";0,00<br>
392,00;"FT923-4975";0,00<br>
392,00;"FR940707-2-00155";0,00<br>
392,00;"FBIS4-20610";0,00<br>
392,00;"FBIS4-53715";0,00<br>
372,00;"FT922-5283";0,00<br>
372,00;"FT934-1996";0,00<br>
392,00;"FBIS4-66418";0,00<br>
392,00;"FBIS3-40453";0,00<br>
392,00;"FR941031-2-00050";0,00<br>
392,00;"FR941117-0-00070";0,00<br>
392,00;"FR940323-2-00176";0,00<br>
392,00;"FR940511-2-00085";0,00<br>
392,00;"FBIS3-3014";0,00<br>
392,00;"FT932-14140";0,00<br>
392,00;"FT924-10399";0,00<br>
392,00;"FR941212-1-00052";0,00<br>
392,00;"FT911-3937";0,00<br>
392,00;"FT922-4174";0,00<br>
392,00;"FBIS3-21237";0,00<br>
392,00;"FBIS4-44651";0,00<br>
392,00;"LA013190-0140";0,00<br>
392,00;"LA061390-0093";0,00<br>
392,00;"LA111390-0153";0,00<br>
392,00;"FT943-12365";0,00<br>
392,00;"LA031590-0024";0,00<br>
392,00;"LA042590-0154";0,00<br>
392,00;"LA072490-0087";0,00<br>
392,00;"FT934-14706";0,00<br>
392,00;"FT941-8766";0,00<br>
392,00;"FT941-10113";0,00<br>
392,00;"LA091089-0090";0,00<br>
392,00;"FT933-7582";0,00<br>
392,00;"LA100690-0129";0,00<br>
392,00;"LA052390-0150";0,00<br>
392,00;"LA122890-0036";0,00<br>
392,00;"LA100589-0050";0,00<br>
392,00;"FT942-6304";0,00<br>
392,00;"FT944-3975";0,00<br>
392,00;"FT933-13341";0,00<br>
392,00;"FT944-14792";0,00<br>
392,00;"FT941-3309";0,00<br>
392,00;"FT943-8066";0,00<br>
392,00;"FT942-14921";0,00<br>
415,00;"FBIS3-10132";0,00<br>
415,00;"FBIS4-2427";0,00<br>
415,00;"FBIS3-24331";0,00<br>
415,00;"FBIS4-10862";0,00<br>
415,00;"FBIS3-41298";0,00<br>
415,00;"FBIS3-41183";0,00<br>
415,00;"FBIS4-21154";0,00<br>
415,00;"FBIS3-51336";0,00<br>
415,00;"FBIS3-29194";0,00<br>
415,00;"FBIS3-60175";0,00<br>
415,00;"FBIS3-60001";0,00<br>
415,00;"FBIS4-44497";0,00<br>
415,00;"FBIS3-5642";0,00<br>
415,00;"FBIS4-31787";0,00<br>
415,00;"FBIS3-43120";0,00<br>
415,00;"FBIS3-40450";0,00<br>
415,00;"FBIS4-50380";0,00<br>
415,00;"FBIS4-45325";0,00<br>
415,00;"LA122989-0145";0,00<br>
415,00;"FBIS4-54304";0,00<br>
415,00;"FR940207-2-00030";0,00<br>
415,00;"LA101390-0098";0,00<br>
415,00;"LA052789-0116";0,00<br>
415,00;"LA100889-0211";0,00<br>
415,00;"FT942-16750";0,00<br>
415,00;"FR940610-2-00055";0,00<br>
415,00;"LA101989-0021";0,00<br>
415,00;"LA040289-0103";0,00<br>
415,00;"FR940930-1-00021";0,00<br>
415,00;"FT932-16273";0,00<br>
415,00;"LA122189-0079";0,00<br>
415,00;"LA022689-0181";0,00<br>
415,00;"FR941206-0-00031";0,00<br>
415,00;"FR941102-2-00042";0,00<br>
415,00;"FT943-7204";0,00<br>
415,00;"FT921-6988";0,00<br>
415,00;"FT944-2268";0,00<br>
415,00;"LA111390-0065";0,00<br>
415,00;"FR940504-1-00031";0,00<br>
415,00;"LA070690-0024";0,00<br>
415,00;"LA012190-0218";0,00<br>
415,00;"FR940802-2-00130";0,00<br>
415,00;"FR940907-2-00118";0,00<br>
415,00;"FR940104-1-00050";0,00<br>
415,00;"FBIS4-66185";0,00<br>
387,00;"FT921-16131";0,00<br>
387,00;"FBIS3-22785";0,00<br>
387,00;"FBIS3-60733";0,00<br>
387,00;"FBIS4-40835";0,00<br>
387,00;"FR940630-2-00118";0,00<br>
387,00;"FBIS4-45640";0,00<br>
387,00;"FBIS4-64332";0,00<br>
387,00;"FBIS4-15694";0,00<br>
387,00;"FBIS3-48302";0,00<br>
387,00;"FBIS3-11396";0,00<br>
387,00;"FBIS4-45686";0,00<br>
387,00;"FBIS4-45685";0,00<br>
387,00;"FBIS4-42714";0,00<br>
387,00;"FBIS4-38660";0,00<br>
387,00;"FBIS3-41664";0,00<br>
387,00;"FBIS3-43039";0,00<br>
387,00;"FBIS3-43001";0,00<br>
387,00;"FR940207-2-00112";0,00<br>
387,00;"FBIS4-26193";0,00<br>
387,00;"FBIS3-22308";0,00<br>
387,00;"FR941206-0-00195";0,00<br>
387,00;"FBIS4-21376";0,00<br>
387,00;"FR940826-2-00024";0,00<br>
387,00;"FBIS3-15634";0,00<br>
387,00;"FR940822-1-00043";0,00<br>
387,00;"FBIS4-44727";0,00<br>
387,00;"FR940919-0-00104";0,00<br>
387,00;"FBIS3-21253";0,00<br>
387,00;"FBIS3-17250";0,00<br>
387,00;"FBIS4-47440";0,00<br>
387,00;"FBIS4-21399";0,00<br>
387,00;"FR940406-2-00181";0,00<br>
387,00;"FR940810-2-00037";0,00<br>
387,00;"FBIS4-67574";0,00<br>
387,00;"FBIS4-68363";0,00<br>
387,00;"FBIS3-41608";0,00<br>
387,00;"FR940412-1-00025";0,00<br>
387,00;"FBIS3-21248";0,00<br>
387,00;"FBIS4-67877";0,00<br>
387,00;"FBIS3-37947";0,00<br>
387,00;"FT944-2997";0,00<br>
387,00;"LA051390-0037";0,00<br>
387,00;"FT944-5944";0,00<br>
387,00;"LA090189-0147";0,00<br>
387,00;"FT944-15236";0,00<br>
387,00;"LA113089-0031";0,00<br>
387,00;"LA102489-0103";0,00<br>
387,00;"FT932-13516";0,00<br>
387,00;"FT944-9933";0,00<br>
387,00;"FT941-15741";0,00<br>
387,00;"FT924-2819";0,00<br>
387,00;"FT923-1895";0,00<br>
387,00;"LA061789-0073";0,00<br>
387,00;"LA073090-0019";0,00<br>
387,00;"FT933-15346";0,00<br>
427,00;"FT921-16530";0,00<br>
427,00;"FR940705-0-00041";0,00<br>
427,00;"FT943-3306";0,00<br>
427,00;"FBIS4-27788";0,00<br>
427,00;"FBIS4-52136";0,00<br>
427,00;"FT924-405";0,00<br>
427,00;"LA012890-0125";0,00<br>
427,00;"FBIS4-8067";0,00<br>
427,00;"FBIS4-44775";0,00<br>
427,00;"FR940728-2-00130";0,00<br>
427,00;"FT922-14367";0,00<br>
427,00;"FR940406-2-00140";0,00<br>
427,00;"FR941006-2-00132";0,00<br>
427,00;"FBIS3-10000";0,00<br>
427,00;"FBIS4-5987";0,00<br>
427,00;"FT933-15107";0,00<br>
427,00;"FT934-13536";0,00<br>
427,00;"LA031390-0097";0,00<br>
427,00;"FBIS3-48338";0,00<br>
427,00;"FBIS3-21866";0,00<br>
427,00;"FT944-2983";0,00<br>
427,00;"FBIS4-13262";0,00<br>
427,00;"FBIS3-24610";0,00<br>
427,00;"FBIS4-66405";0,00<br>
427,00;"FR940304-2-00187";0,00<br>
427,00;"FR940125-2-00027";0,00<br>
427,00;"FBIS4-45959";0,00<br>
427,00;"FT944-11357";0,00<br>
427,00;"FR941222-1-00072";0,00<br>
427,00;"FBIS3-61530";0,00<br>
427,00;"FR940505-2-00154";0,00<br>
427,00;"FT942-8447";0,00<br>
427,00;"FT943-11207";0,00<br>
427,00;"FT923-4376";0,00<br>
427,00;"FT944-2254";0,00<br>
427,00;"FBIS3-28982";0,00<br>
427,00;"FBIS3-60385";0,00<br>
427,00;"LA021890-0152";0,00<br>
427,00;"FR940906-2-00104";0,00<br>
427,00;"FT942-3942";0,00<br>
427,00;"FR940527-0-00146";0,00<br>
427,00;"FBIS3-41571";0,00<br>
427,00;"LA022789-0083";0,00<br>
427,00;"FT923-10771";0,00<br>
427,00;"FR941028-2-00203";0,00<br>
427,00;"FR940318-2-00107";0,00<br>
427,00;"FR941028-2-00213";0,00<br>
427,00;"LA011589-0120";0,00<br>
427,00;"LA043089-0106";0,00<br>
427,00;"FR941205-0-00123";0,00<br>
427,00;"FR940318-0-00111";0,00<br>
427,00;"LA040689-0058";0,00<br>
427,00;"LA011790-0106";0,00<br>
427,00;"LA052389-0072";0,00<br>
427,00;"FT941-1251";0,00<br>
427,00;"LA051190-0177";0,00<br>
427,00;"FT932-2360";0,00<br>
427,00;"FR940613-0-00039";0,00<br>
427,00;"FR940405-1-00054";0,00<br>
427,00;"FT931-14388";0,00<br>
427,00;"FR940216-0-00099";0,00<br>
427,00;"FT933-16379";0,00<br>
427,00;"LA010590-0158";0,00<br>
427,00;"FBIS3-3924";0,00<br>
427,00;"LA022689-0224";0,00<br>
427,00;"FBIS4-20741";0,00<br>
427,00;"FBIS4-22989";0,00<br>
427,00;"FBIS4-66406";0,00<br>
427,00;"LA010289-0021";0,00<br>
427,00;"FBIS3-20442";0,00<br>
427,00;"FT941-841";0,00<br>
427,00;"FBIS3-59491";0,00<br>
427,00;"FR940825-1-00028";0,00<br>
427,00;"FBIS4-68471";0,00<br>
427,00;"FBIS3-43022";0,00<br>
427,00;"FBIS4-47629";0,00<br>
427,00;"LA112090-0157";0,00<br>
427,00;"LA052989-0031";0,00<br>
427,00;"LA110590-0076";0,00<br>
427,00;"LA072690-0027";0,00<br>
427,00;"LA120490-0100";0,00<br>
427,00;"LA100590-0015";0,00<br>
427,00;"LA091089-0004";0,00<br>
427,00;"LA082289-0139";0,00<br>
427,00;"LA080590-0077";0,00<br>
427,00;"LA091890-0053";0,00<br>
427,00;"LA062190-0054";0,00<br>
427,00;"LA062089-0002";0,00<br>
427,00;"LA122990-0024";0,00<br>
427,00;"LA070989-0017";0,00<br>
427,00;"LA120389-0054";0,00<br>
427,00;"LA121089-0235";0,00<br>
427,00;"LA123189-0065";0,00<br>
427,00;"LA082589-0056";0,00<br>
427,00;"LA102089-0054";0,00<br>
427,00;"LA082089-0061";0,00<br>
427,00;"LA082889-0040";0,00<br>
427,00;"LA081490-0030";0,00<br>
355,00;"FBIS3-26589";0,00<br>
355,00;"FBIS4-67474";0,00<br>
355,00;"FBIS3-23688";0,00<br>
402,00;"LA100889-0041";0,00<br>
402,00;"LA100889-0040";0,00<br>
402,00;"LA090389-0004";0,00<br>
416,00;"FBIS3-59396";0,00<br>
416,00;"FBIS3-36085";0,00<br>
416,00;"FBIS3-45471";0,00<br>
355,00;"FBIS3-42884";0,00<br>
355,00;"FBIS4-22963";0,00<br>
355,00;"FBIS3-61007";0,00<br>
355,00;"FBIS3-20948";0,00<br>
355,00;"FBIS4-20842";0,00<br>
355,00;"FBIS4-50570";0,00<br>
355,00;"FBIS4-44915";0,00<br>
355,00;"FBIS4-1866";0,00<br>
355,00;"FBIS4-47629";0,00<br>
355,00;"FBIS3-23561";0,00<br>
355,00;"FBIS4-68275";0,00<br>
355,00;"FBIS4-29";0,00<br>
355,00;"FT921-6226";0,00<br>
355,00;"FT942-4416";0,00<br>
355,00;"FT943-2176";0,00<br>
355,00;"LA032090-0167";0,00<br>
355,00;"FT924-1972";0,00<br>
355,00;"FT941-9493";0,00<br>
355,00;"FT942-8383";0,00<br>
355,00;"FT932-441";0,00<br>
355,00;"FT944-13541";0,00<br>
355,00;"FR940927-1-00020";0,00<br>
355,00;"FR940114-2-00062";0,00<br>
355,00;"FT931-10187";0,00<br>
355,00;"LA021189-0093";0,00<br>
355,00;"FR940216-1-00010";0,00<br>
355,00;"LA050289-0095";0,00<br>
355,00;"FR940504-0-00048";0,00<br>
355,00;"FR941227-2-00111";0,00<br>
355,00;"LA080589-0009";0,00<br>
355,00;"FR940328-1-00010";0,00<br>
355,00;"FR941027-1-00021";0,00<br>
355,00;"FR940603-2-00158";0,00<br>
355,00;"FR940511-0-00042";0,00<br>
355,00;"FR940711-2-00069";0,00<br>
355,00;"LA012790-0093";0,00<br>
355,00;"FT933-7752";0,00<br>
355,00;"FR940627-2-00013";0,00<br>
355,00;"LA013090-0112";0,00<br>
355,00;"LA081590-0049";0,00<br>
355,00;"FT922-9445";0,00<br>
355,00;"FT931-3522";0,00<br>
355,00;"FR940816-1-00087";0,00<br>
355,00;"FT923-14636";0,00<br>
355,00;"FT922-5111";0,00<br>
355,00;"LA061789-0038";0,00<br>
355,00;"LA051489-0077";0,00<br>
355,00;"LA071889-0025";0,00<br>
355,00;"LA030190-0040";0,00<br>
355,00;"FR940804-2-00064";0,00<br>
355,00;"FT921-13748";0,00<br>
355,00;"FR941212-1-00028";0,00<br>
355,00;"FR940407-2-00046";0,00<br>
355,00;"FT932-11280";0,00<br>
355,00;"FT933-16047";0,00<br>
355,00;"LA010689-0146";0,00<br>
355,00;"FT934-6395";0,00<br>
355,00;"FR940513-2-00009";0,00<br>
355,00;"LA053089-0010";0,00<br>
355,00;"FT941-16249";0,00<br>
355,00;"LA040789-0107";0,00<br>
355,00;"LA021290-0037";0,00<br>
355,00;"LA062589-0005";0,00<br>
407,00;"FT932-7655";0,00<br>
407,00;"FT923-4655";0,00<br>
407,00;"FBIS3-26050";0,00<br>
407,00;"FR940114-2-00096";0,00<br>
407,00;"FBIS4-5658";0,00<br>
407,00;"FT941-14920";0,00<br>
407,00;"FBIS4-49527";0,00<br>
407,00;"FT933-4912";0,00<br>
407,00;"FT921-9144";0,00<br>
407,00;"FBIS4-24390";0,00<br>
407,00;"FBIS3-10216";0,00<br>
407,00;"FBIS4-67356";0,00<br>
407,00;"FBIS3-36440";0,00<br>
407,00;"FBIS3-4480";0,00<br>
407,00;"FT941-15415";0,00<br>
407,00;"FR940407-2-00084";0,00<br>
407,00;"FBIS3-22307";0,00<br>
407,00;"FR940428-2-00145";0,00<br>
407,00;"FR940712-1-00031";0,00<br>
407,00;"FBIS4-21358";0,00<br>
407,00;"FR940106-1-00116";0,00<br>
407,00;"FR940505-2-00064";0,00<br>
407,00;"FT934-16947";0,00<br>
407,00;"FR941021-1-00073";0,00<br>
407,00;"FBIS3-35705";0,00<br>
407,00;"FR940720-1-00050";0,00<br>
407,00;"FR940913-2-00070";0,00<br>
407,00;"FR941004-1-00065";0,00<br>
407,00;"FR941103-0-00133";0,00<br>
407,00;"FR940222-2-00057";0,00<br>
407,00;"FR940802-0-00094";0,00<br>
407,00;"FR941219-2-00097";0,00<br>
407,00;"FR940325-2-00249";0,00<br>
407,00;"FR940810-2-00080";0,00<br>
407,00;"FR940124-2-00005";0,00<br>
407,00;"FR941207-1-00023";0,00<br>
407,00;"FR940314-1-00033";0,00<br>
407,00;"FR940513-2-00119";0,00<br>
407,00;"FT923-1974";0,00<br>
407,00;"FT922-4424";0,00<br>
407,00;"FR940202-1-00041";0,00<br>
407,00;"FBIS4-45736";0,00<br>
407,00;"FR940204-1-00069";0,00<br>
407,00;"FT934-2755";0,00<br>
407,00;"FT924-5404";0,00<br>
407,00;"FR941122-0-00055";0,00<br>
407,00;"FR940603-0-00098";0,00<br>
407,00;"FT921-3082";0,00<br>
407,00;"FR941104-1-00047";0,00<br>
407,00;"FR940616-1-00016";0,00<br>
407,00;"FR940404-1-00046";0,00<br>
407,00;"FT942-17525";0,00<br>
407,00;"FT921-15901";0,00<br>
407,00;"LA010189-0002";0,00<br>
407,00;"FT943-6371";0,00<br>
407,00;"FR940902-1-00052";0,00<br>
407,00;"FBIS4-16712";0,00<br>
407,00;"FBIS3-42601";0,00<br>
407,00;"FBIS4-68784";0,00<br>
407,00;"FBIS3-59382";0,00<br>
407,00;"FBIS4-2734";0,00<br>
407,00;"FBIS4-45041";0,00<br>
407,00;"FBIS3-40450";0,00<br>
407,00;"LA081690-0137";0,00<br>
407,00;"LA012589-0100";0,00<br>
407,00;"LA101989-0151";0,00<br>
407,00;"LA091389-0134";0,00<br>
407,00;"LA030689-0010";0,00<br>
407,00;"LA080289-0011";0,00<br>
407,00;"LA011990-0103";0,00<br>
407,00;"LA072290-0173";0,00<br>
407,00;"LA032189-0069";0,00<br>
407,00;"LA082090-0058";0,00<br>
407,00;"LA042290-0101";0,00<br>
407,00;"LA050290-0049";0,00<br>
407,00;"LA100789-0152";0,00<br>
407,00;"LA100189-0102";0,00<br>
407,00;"LA040890-0150";0,00<br>
407,00;"LA100189-0051";0,00<br>
407,00;"LA070789-0156";0,00<br>
407,00;"LA041489-0143";0,00<br>
407,00;"LA030189-0109";0,00<br>
407,00;"LA082889-0023";0,00<br>
407,00;"LA012490-0111";0,00<br>
407,00;"LA112890-0007";0,00<br>
407,00;"LA111989-0072";0,00<br>
407,00;"LA060390-0131";0,00<br>
407,00;"LA062989-0013";0,00<br>
407,00;"LA062490-0004";0,00<br>
407,00;"LA021790-0156";0,00<br>
407,00;"LA050489-0070";0,00<br>
407,00;"LA121089-0033";0,00<br>
407,00;"LA050189-0016";0,00<br>
407,00;"LA030289-0054";0,00<br>
407,00;"LA042290-0017";0,00<br>
408,00;"FT923-6582";0,00<br>
408,00;"FT933-5307";0,00<br>
408,00;"FT932-16234";0,00<br>
408,00;"FBIS4-11950";0,00<br>
408,00;"FT933-3525";0,00<br>
408,00;"FT924-15166";0,00<br>
408,00;"FBIS3-21865";0,00<br>
408,00;"FBIS4-26718";0,00<br>
408,00;"FT922-13211";0,00<br>
408,00;"FBIS4-27189";0,00<br>
408,00;"FT933-774";0,00<br>
408,00;"FBIS4-26004";0,00<br>
408,00;"FT941-5856";0,00<br>
408,00;"FBIS4-45947";0,00<br>
408,00;"FR941020-0-00060";0,00<br>
408,00;"FT934-3699";0,00<br>
408,00;"FBIS4-22686";0,00<br>
408,00;"FR940711-0-00060";0,00<br>
408,00;"FBIS3-12406";0,00<br>
408,00;"FR940202-0-00092";0,00<br>
408,00;"FT931-14687";0,00<br>
408,00;"FT923-7955";0,00<br>
408,00;"FT922-7291";0,00<br>
408,00;"FBIS4-37779";0,00<br>
408,00;"FT933-13594";0,00<br>
408,00;"FBIS4-68729";0,00<br>
408,00;"FT921-13178";0,00<br>
408,00;"FR941212-0-00124";0,00<br>
408,00;"FBIS4-66270";0,00<br>
408,00;"FBIS3-29576";0,00<br>
408,00;"FBIS3-40091";0,00<br>
408,00;"FBIS4-57220";0,00<br>
408,00;"FBIS3-43132";0,00<br>
408,00;"FR940706-2-00126";0,00<br>
